Sample_ID_IfH,Organism_Code,Imipenem,amikacin,gentamicin,cefepime,meropenem,levofloxacin,trimethoprim-sulfamethoxazole,ertapenem,aztreonam,ciprofloxacin,piperacillin-tazobactam,tobramycin,colistin,cefotaxime,cefuroxime,ampicillin,amoxicillin-clavulanic acid,ceftazidime,tigecycline,fosfomycin,ceftazidime-avibactam,cefpodoxime,ceftriaxone,doripenem,ampicillin-sulbactam,piperacillin,Imipenem-relebactam,ceftolozane-tazobactam,ceftaroline,cefazolin,nitrofurantoin,ofloxacin,cefiderocol,ticarcillin-clavulanic acid,amoxicillin,sulfamethoxazole
72407.196,EKP,R,S,R,,,R,,R,,R,,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.24416,EKP,,R,R,R,,,,R,R,,,R,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
72407.2582,EKP,,,S,,,R,R,,,,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.4224,EKP,S,,S,,,,,,,R,,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
72407.2748,EKP,S,,,R,S,S,R,,R,,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66408,EKP,,,,,,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.4169,EKP,S,,R,,,,,,,R,R,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
573.65922,EKP,S,,R,,,R,R,,,R,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66301,EKP,,,S,R,,,,R,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.65948,EKP,S,S,S,R,,S,R,,R,R,S,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2678,EKP,,,R,,,R,,,R,R,,R,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.65902,EKP,S,S,,,,,R,,R,R,S,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.4126,EKP,,,,,,,,,,R,,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
72407.2445,EKP,S,S,R,,,S,,,S,,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.46363,EKP,,,,R,R,R,,,,,,,,R,,,,R,S,,,,R,,,R,,,,,,,,,,
573.66453,EKP,,S,,R,R,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.24426,EKP,R,,,R,S,R,R,,R,R,R,,S,R,,R,R,R,S,,,,R,R,,,,,,R,,,,,,
573.66025,EKP,S,R,R,R,S,,R,,R,R,,,R,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2461,EKP,,,S,,,S,,,,R,,S,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
1284806.4,EKP,S,S,R,S,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.66543,EKP,,S,R,R,R,,,R,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.22559,EKP,,,,,,,R,S,,,S,,,R,,,R,,R,,,,,,,,,,,,,,,,,
72407.2708,EKP,,,,,,S,,,R,R,S,S,S,R,R,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2228,EKP,,S,R,R,,,,,,,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.273,EKP,R,S,R,R,S,R,R,R,,R,S,S,R,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,R,,
72407.2792,EKP,S,,R,R,,,,,,S,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.66487,EKP,,R,,,,,,R,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2592,EKP,S,S,S,S,S,,R,,S,,R,,S,S,S,,,S,R,,,S,S,S,R,R,,,,,,,,,,
573.24406,EKP,R,R,R,,,R,R,R,R,R,,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.12771,EKP,,,S,,,S,,,R,,,R,S,R,,R,R,R,S,,,,R,,R,,,,,R,,,,,,
72407.2253,EKP,,S,S,R,,,,,,,S,,S,R,S,,,R,S,,,R,R,S,R,R,,,,,,,,,,
573.66305,EKP,,S,,,R,,,R,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.15044,EKP,,,S,R,S,,,R,,R,,R,R,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
573.66418,EKP,,S,,R,R,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.65999,EKP,S,,S,,S,S,R,,R,R,,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
1284791.4,EKP,R,R,S,R,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
72407.2292,EKP,S,,,R,,R,R,,R,R,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66445,EKP,,S,,,R,,,R,S,,,,,R,R,R,R,S,,,,,,,,,,,,,,,,,,
573.66482,EKP,,S,,,,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2277,EKP,,,,,,,,,R,,R,,S,R,R,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.46842,EKP,,R,,,R,,,R,,,R,,R,,,,R,R,R,,R,,R,,,,,R,,,,,S,,,
1328423.3,EKP,,R,R,,S,,R,,,R,R,R,R,,,,,R,R,,,,R,,R,,,,,R,,,,,,
1284830.3,EKP,R,R,S,R,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
72407.2585,EKP,S,,S,S,,S,,,,,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.29861,EKP,R,R,,,,,,,,R,,,S,,,,,,R,,S,,,,,,,,,,,,,,,
72407.2475,EKP,,,,S,,,,,S,,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.66216,EKP,,,,,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.24384,EKP,,,S,,S,,,S,S,S,,S,S,S,,R,S,S,S,,,,S,S,,,,,,S,,,,,,
573.66323,EKP,,R,S,,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2361,EKP,S,S,S,R,S,S,,,,,,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66342,EKP,,S,,,,,,,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.5644,EKP,,,R,R,,,R,,R,,R,,R,R,,R,,R,R,,,,,,R,,,,R,R,,,,,,
573.66083,EKP,S,S,R,,S,,R,,,,S,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2499,EKP,S,,R,,S,R,,,,,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66448,EKP,,,S,R,R,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.65924,EKP,,,S,,,,R,,,,S,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.46845,EKP,,R,R,R,R,R,R,R,S,R,R,,S,,,,R,R,S,,R,,R,,,,,R,,,,,S,,,
72407.206,EKP,,,,R,S,R,,R,R,R,R,,R,R,,,,R,R,,,,,S,,,,,,,,,,R,,
72407.2353,EKP,,,,,,,R,,R,S,,,S,R,S,,,R,S,,,R,R,S,R,R,,,,,,,,,,
72407.2836,EKP,S,,R,R,S,S,,,,,,,S,R,S,,,R,S,,,R,R,S,R,R,,,,,,,,,,
72407.2806,EKP,S,,,R,S,R,,,,,S,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.46834,EKP,,S,S,,,R,,R,S,,R,,S,,,,R,R,S,,R,,R,,,,,R,,,,,S,,,
573.9721,EKP,R,R,R,R,S,R,R,R,R,R,R,R,,R,,R,R,R,,,,,R,R,R,,,,,R,,,,,,
573.66009,EKP,,,,,S,,R,,R,,R,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.12782,EKP,,R,,R,S,,R,,R,,,R,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
573.24365,EKP,S,,R,R,S,,,,R,R,R,R,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
72407.2293,EKP,S,,S,R,S,,,,,,,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66465,EKP,,,,R,R,,,R,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2621,EKP,,,,R,,S,,,R,R,,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2665,EKP,S,S,R,,S,,,,,R,R,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
574.93,EKP,S,,,R,,S,R,,R,R,,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
574.91,EKP,,,,S,,,R,,R,,,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2766,EKP,S,S,,R,S,,,,R,R,R,S,S,R,R,,,R,S,,,R,R,S,R,R,,,,,,,,,,
72407.2719,EKP,S,S,S,,,S,R,,,,S,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.20065,EKP,R,R,R,R,S,R,,R,R,,R,,R,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
573.5624,EKP,,,R,R,,,R,,,R,,R,R,R,,R,,R,R,,,,,,R,,,,R,R,,,,,,
573.15042,EKP,R,S,R,R,S,,R,,R,R,R,R,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
573.24391,EKP,,S,R,,,R,,,R,R,,R,,R,,R,R,R,S,,,,R,R,,,,,,R,,,,,,
573.31618,EKP,,R,,,,,,,,R,,,R,R,,R,R,R,R,,,,,,,,,,,,,,,,,
1284817.3,EKP,R,S,R,R,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.17927,EKP,S,S,,R,,,S,R,R,S,,R,S,R,,R,R,R,S,,,,R,R,R,,,,,R,,,,,,
573.66374,EKP,,,S,,R,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2618,EKP,S,S,,,S,,R,,S,,R,S,S,S,R,,,S,R,,,R,S,S,R,R,,,,,,,,,,
1328389.3,EKP,R,R,R,,R,R,R,R,,R,,,,R,,R,,R,R,,,,,,R,,,,,R,,,,,,
573.29878,EKP,R,,R,,R,,R,,,,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
573.65939,EKP,,S,S,R,S,S,,,,,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.66335,EKP,,,,,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66289,EKP,,,R,R,R,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2848,EKP,S,S,,S,,S,R,,,R,,S,R,R,R,,,R,S,,,R,R,S,R,R,,,,,,,,,,
573.66563,EKP,,S,,R,R,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.5781,EKP,R,R,S,R,R,,R,,R,R,R,R,R,R,,R,,R,,,,,,,R,,,,R,R,,,,,,
72407.166,EKP,R,,R,,,R,R,,,R,R,R,S,R,,,,R,R,,,,,S,,,,,,,,,,R,,
72407.2324,EKP,S,S,S,,S,R,R,,,,R,,S,R,R,,,R,R,,,R,R,R,R,R,,,,,,,,,,
573.65992,EKP,S,S,,R,S,S,,,,,R,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66535,EKP,,,S,R,,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.222,EKP,R,S,R,R,,,R,,R,S,,R,R,R,S,,,S,S,,,R,R,S,R,R,,,,,,,,R,,
573.66213,EKP,,,S,,S,,,,,,,,,S,R,R,S,S,,,,,,,,,,,,,,,,,,
72407.2182,EKP,,,,R,,S,,,,R,S,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.7054,EKP,S,,R,,,,,,,S,R,,,R,R,,R,R,S,,,,,,,,,,,,,,,,,
573.66509,EKP,,S,S,,R,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2345,EKP,,S,S,S,,,,,S,,S,S,S,S,S,,,S,S,,,R,S,S,S,R,,,,,,,,,,
573.29908,EKP,R,,S,,R,,R,,,R,,,S,,,,,,R,,S,,,,,,,,,,,,,,,
573.66092,EKP,S,R,,S,S,,R,,R,R,,R,S,R,R,,,R,S,,,R,R,S,R,R,,,,,,,,,,
574.76,EKP,,,,R,,,R,,,R,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.7058,EKP,S,,S,,,,,,,R,R,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
573.29959,EKP,S,,S,,S,,R,,,,,,S,,,,,,S,,R,,,,,,,,,,,,,,,
72407.259,EKP,R,S,,R,,S,R,R,R,,,R,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,R,,
573.29917,EKP,,R,,,R,,,R,,R,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
573.24327,EKP,,R,,R,S,,S,R,R,,,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
72407.2743,EKP,S,,,R,S,,R,,,,,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.4105,EKP,S,,S,,,,,,,,,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
573.66233,EKP,,,R,R,,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.24389,EKP,R,,,,S,R,R,,,,R,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.29902,EKP,,S,,,R,,R,R,,R,,,R,,,,,,R,,S,,,,,,,,,,,,,,,
573.24362,EKP,S,S,S,R,,,,R,R,R,R,R,S,R,,R,R,R,S,,,,R,S,,,,,,R,,,,,,
72407.2742,EKP,,S,S,R,,R,,,R,,S,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.29938,EKP,,R,,,,,R,R,,,,,R,,,,,,R,,S,,,,,,,,,,,,,,,
1328427.3,EKP,,S,R,S,S,,R,,,R,,R,,,,,,R,,,,,R,,R,,,,,R,,,,,,
573.31611,EKP,R,,,R,R,,,R,,,,,R,R,,R,R,R,R,,,,,,,,,,,,,,,,,
573.67357,EKP,S,,R,R,S,,,R,,,R,,,,,,,,,,S,,,,,,S,R,,,,,,,,
72407.227,EKP,S,,S,R,,,R,,,R,S,R,S,R,S,,,R,R,,,R,R,S,S,S,,,,,,,,R,,
573.7079,EKP,S,,R,,,,,,,R,R,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
72407.2409,EKP,,,S,R,S,R,R,,,,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.66564,EKP,,,,,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.7033,EKP,S,R,R,R,S,R,R,R,R,R,R,R,S,R,,R,R,R,S,,,,R,S,R,,,,,R,,,,,,
573.66316,EKP,,R,S,R,,,,R,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2351,EKP,S,,,,S,S,,,R,R,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2269,EKP,S,,,,S,S,,,,,,,S,R,S,,,S,R,,,S,S,S,R,R,,,,,,,,,,
72407.2201,EKP,,,,,,S,,,R,R,S,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
574.8,EKP,S,S,R,,,R,,,R,,,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2735,EKP,S,S,,,,,R,,S,R,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2242,EKP,S,S,R,,S,,,,,,S,,S,R,S,,,S,S,,,R,R,S,R,R,,,,,,,,,,
573.4159,EKP,S,,R,,,,,,,R,R,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
574.102,EKP,,S,S,,,S,,,R,,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2472,EKP,,R,,R,,R,R,,R,,R,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.29953,EKP,S,,,,,,R,R,,R,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
573.66472,EKP,,,,,,,,,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2589,EKP,S,,R,R,,,,,R,R,S,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2337,EKP,,S,S,R,,,R,,R,,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66473,EKP,,,,,R,,,,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66082,EKP,,,R,R,S,S,,,R,,,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.31622,EKP,R,,R,,,,,,,R,R,,R,R,,R,R,R,R,,,,,,,,,,,,,,,,,
1304924.3,EKP,R,R,R,R,S,R,S,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.65917,EKP,S,S,S,R,,,R,,R,,S,R,S,R,S,,,R,R,,,R,R,S,R,S,,,,,,,,,,
573.24331,EKP,,R,R,R,S,R,,,R,R,R,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
72407.2186,EKP,,,,R,S,,R,,,R,,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.24247,EKP,R,R,,,S,,R,R,,R,R,,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
573.46848,EKP,,R,,,,R,,R,S,R,,,S,,,,R,R,S,,R,,R,,,,,R,,,,,S,,,
573.66306,EKP,,,S,,,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66221,EKP,,,S,R,R,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66523,EKP,,R,,R,,,,R,S,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.65936,EKP,,S,,R,S,S,,,,R,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2373,EKP,,,,,S,,,,R,R,S,R,S,R,S,,,S,S,,,R,R,S,R,R,,,,,,,,,,
573.66096,EKP,,R,S,S,S,R,R,,R,,,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.31606,EKP,R,,R,,R,,,R,,R,,,R,R,,R,R,R,R,,,,,,,,,,,,,,,,,
72407.246,EKP,,R,S,R,,R,R,,R,R,R,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,R,,
573.66476,EKP,,,,,S,,,S,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.65988,EKP,S,,,R,S,S,R,,R,,R,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2823,EKP,S,S,,,S,,,,R,,,S,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.1439,EKP,,,,,S,R,,R,,,,,,R,,,,R,R,,,,,,,,,,,,,,,,,
72407.266,EKP,S,R,,,S,R,R,R,R,,,,R,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,R,,
574.92,EKP,S,S,S,,S,S,,,R,,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2189,EKP,,,S,S,S,S,,,,,R,S,S,S,S,,,R,R,,,S,R,S,R,S,,,,,,,,,,
72407.2528,EKP,S,S,R,R,S,S,,,,R,R,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.24428,EKP,R,,,,S,,,R,,R,,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.4091,EKP,S,,R,,,,,,,R,S,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
573.29961,EKP,,,,,R,,R,R,,,,,R,,,,,,S,,S,,,,,,,,,,,,,,,
573.65907,EKP,S,,S,,,S,R,,R,R,,R,S,R,S,,,S,S,,,R,R,S,R,R,,,,,,,,,,
72407.2772,EKP,S,S,,S,,,,,S,S,S,,S,S,S,,,S,R,,,S,S,S,S,R,,,,,,,,,,
573.65969,EKP,S,,S,,S,S,R,,,,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.204,EKP,R,,R,,S,R,R,,,R,R,,R,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.66373,EKP,,R,,R,S,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.1437,EKP,,S,S,R,R,R,,,,,,,,R,,,,R,R,,,,,,,,,,,,,,,,,
72407.2741,EKP,S,,,,S,,R,,,,,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.24445,EKP,R,,,,S,R,,,R,,R,R,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.66046,EKP,,S,S,R,,S,,,R,R,S,R,R,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.31613,EKP,R,,R,R,R,,,R,,,R,,R,R,,R,R,R,R,,,,,,,,,,,,,,,,,
573.66488,EKP,,S,R,R,R,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
574.116,EKP,S,S,,,S,,,,R,,S,,S,R,S,,,R,S,,,R,R,S,R,R,,,,,,,,,,
72407.2593,EKP,,S,S,,S,,R,,R,,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66436,EKP,,,,R,S,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.7224,EKP,,S,S,R,S,,R,R,R,R,R,S,S,,,,,R,R,,,,R,,,,,,,,,,,,,
72407.2809,EKP,,S,,S,,,,,,R,R,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.31605,EKP,,R,,,R,,,,,R,R,,R,R,,R,R,R,R,,,,,,,,,,,,,,,,,
72407.2544,EKP,S,,R,R,,,,,,,R,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.12779,EKP,S,,R,R,,R,,R,R,R,,,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
72407.2532,EKP,S,,,,,,,,,S,,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2746,EKP,,,S,,S,,,,R,,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.4056,EKP,S,,S,,,,,,,R,S,,,,R,,S,S,R,,,,,,,,,,,,,,,,,
573.24371,EKP,,R,,S,S,R,R,,,,,R,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.12773,EKP,R,R,,,,,R,,R,R,,R,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
573.24424,EKP,R,,S,,,,R,R,,R,,R,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.24387,EKP,R,S,,R,S,,,,,R,R,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
72407.253,EKP,R,S,S,R,S,S,R,,,R,R,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,R,,
573.65991,EKP,,,,,,,R,,R,,R,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66339,EKP,,R,,,S,,,S,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.17915,EKP,R,R,R,,,R,,R,,R,R,R,S,R,,R,,R,R,,S,,R,R,R,,,R,,R,,,,,,
72407.2313,EKP,S,,S,S,,,R,,,,S,,S,R,R,,,R,R,,,R,R,S,R,S,,,,,,,,,,
573.24419,EKP,S,S,R,R,,,,R,R,,,,S,R,,R,R,R,R,,,,R,S,,,,,,R,,,,,,
573.4216,EKP,S,,,,,,,,,S,,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
72407.2389,EKP,,,,,S,R,R,,,,R,S,S,R,R,,,R,S,,,R,R,S,R,R,,,,,,,,,,
573.66546,EKP,,S,,R,,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
1284826.3,EKP,R,R,S,R,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.24297,EKP,,,R,,S,,R,,,R,R,,S,R,,R,R,R,S,,,,R,S,R,,,,,R,,,,,,
574.101,EKP,,,S,R,S,,R,,,R,R,S,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66404,EKP,,,S,R,R,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2379,EKP,S,,,S,,S,,,S,,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2308,EKP,S,,,R,,R,R,,,R,,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.24364,EKP,R,R,R,R,S,,R,,,,,R,R,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
1284825.3,EKP,R,R,R,R,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
72407.2525,EKP,,S,,R,,,R,,,R,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2274,EKP,S,S,,R,,,R,,R,R,R,,R,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.243,EKP,S,,R,R,,R,R,,R,R,,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,R,,
72407.2426,EKP,S,,S,,,,,,R,,,S,R,R,S,,,R,S,,,R,R,S,S,R,,,,,,,,,,
573.66072,EKP,S,,S,R,,S,,,,,S,,S,R,S,,,R,R,,,R,R,S,S,R,,,,,,,,,,
573.65975,EKP,,,,R,,,,,R,R,R,,S,R,R,,,R,R,,,R,R,R,R,R,,,,,,,,,,
72407.2341,EKP,,S,S,R,S,,,,,,,S,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2263,EKP,,,,S,,,R,,,,S,S,S,R,S,,,R,R,,,R,R,S,S,R,,,,,,,,,,
573.29996,EKP,,,,,R,,,R,,R,,,R,,,,,,R,,S,,,,,,,,,,,,,,,
72407.234,EKP,S,S,R,R,S,R,R,R,R,R,S,,S,R,S,,,R,R,,,R,R,S,S,R,,,,,,,,R,,
72407.2336,EKP,,,R,R,S,,,,,R,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.24318,EKP,R,,R,R,S,R,,,,,,,R,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
573.66443,EKP,,S,,R,R,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2295,EKP,,,S,R,S,S,R,,,,,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.24449,EKP,,S,R,,,S,R,R,,,,,S,R,,R,R,R,S,,,,R,R,,,,,,R,,,,,,
72407.2513,EKP,S,,,R,,S,,,R,,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.29987,EKP,R,R,,,,,R,,,,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
72407.2847,EKP,S,,,R,,R,,,,R,R,,S,R,R,,,R,S,,,R,R,S,R,R,,,,,,,,,,
573.66391,EKP,,S,S,R,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66237,EKP,,,,,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.46831,EKP,,S,S,R,,R,,,S,,R,,S,,,,R,R,S,,R,,R,,,,,R,,,,,S,,,
72407.2284,EKP,S,S,,,,,R,,R,,,S,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2762,EKP,,,S,,,,R,,R,R,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
